,dates,overall-ratings,work-balance-stars,carrer-opportunities-stars,comp-benefit-stars
49608,"Dec 5, 2018",5,5,5,5
61904,"Dec 5, 2018",5,5,4,5
61357,"Dec 6, 2008",4,4,4.5,4.5
60571,"Dec 6, 2010",4,4,3.5,4.5
60576,"Dec 6, 2010",4,4,3,3.5
58091,"Dec 6, 2013",3,5,3,3
58092,"Dec 6, 2013",3,1,4,5
58102,"Dec 6, 2013",4,5,4,4
58106,"Dec 6, 2013",4,4,3,4
56369,"Dec 6, 2014",3,2,4,3
56376,"Dec 6, 2014",4,5,2,4
56335,"Dec 6, 2014",5,5,5,5
56336,"Dec 6, 2014",5,4,5,5
54278,"Dec 6, 2015",4,4,4,4
54222,"Dec 6, 2015",5,3,3,5
64737,"Dec 6, 2015",5,4,5,4
64744,"Dec 6, 2015",5,4,5,4
63805,"Dec 6, 2016",2,3,3,4
52395,"Dec 6, 2016",3,3,4,2
52404,"Dec 6, 2016",3,none,none,none
52393,"Dec 6, 2016",4,2,4,4
52394,"Dec 6, 2016",4,4,3,4
52402,"Dec 6, 2016",4,none,none,none
63789,"Dec 6, 2016",4,3,4,3
52330,"Dec 6, 2016",5,3,5,4
52331,"Dec 6, 2016",5,4,3,4
63765,"Dec 6, 2016",5,5,5,5
63766,"Dec 6, 2016",5,4,5,4
50737,"Dec 6, 2017",3,5,4,4
50738,"Dec 6, 2017",3,3,4,4
50736,"Dec 6, 2017",4,5,3,3
50684,"Dec 6, 2017",5,5,5,5
50685,"Dec 6, 2017",5,3,5,5
62794,"Dec 6, 2017",5,5,5,5
62809,"Dec 6, 2017",5,5,5,5
61976,"Dec 6, 2018",1,3,1,1
49623,"Dec 6, 2018",3,3,3,5
49629,"Dec 6, 2018",3,none,none,none
49627,"Dec 6, 2018",4,4,5,4
49606,"Dec 6, 2018",5,5,5,5
49607,"Dec 6, 2018",5,5,3,5
49609,"Dec 6, 2018",5,5,5,5
61903,"Dec 6, 2018",5,5,5,4
61907,"Dec 6, 2018",5,none,none,none
61908,"Dec 6, 2018",5,5,5,5
61909,"Dec 6, 2018",5,4,5,4
61910,"Dec 6, 2018",5,none,none,none
60573,"Dec 7, 2010",2,2,1,1
60572,"Dec 7, 2010",3,2.5,4,3
60557,"Dec 7, 2010",5,5,5,5
60112,"Dec 7, 2011",1,3.5,2,3.5
60097,"Dec 7, 2011",3,2.5,2.5,3.5
59334,"Dec 7, 2012",2,1,3,5
59337,"Dec 7, 2012",3,3,3,4
59342,"Dec 7, 2012",4,3,5,4
56378,"Dec 7, 2014",2,2,3,1
56364,"Dec 7, 2014",3,1,4,4
56371,"Dec 7, 2014",4,4,3,3
64773,"Dec 7, 2015",3,1,3,3
64774,"Dec 7, 2015",3,4,3,3
54253,"Dec 7, 2015",4,4,5,5
54272,"Dec 7, 2015",4,5,4,5
54273,"Dec 7, 2015",4,5,2,4
54212,"Dec 7, 2015",5,5,5,5
63857,"Dec 7, 2016",1,1,1,4
52390,"Dec 7, 2016",3,3,2,4
52391,"Dec 7, 2016",3,3,2,3
52388,"Dec 7, 2016",4,3,4,5
63800,"Dec 7, 2016",4,5,4,4
52322,"Dec 7, 2016",5,5,5,4
52323,"Dec 7, 2016",5,4,5,4
52324,"Dec 7, 2016",5,5,5,5
52325,"Dec 7, 2016",5,4,5,5
52326,"Dec 7, 2016",5,5,5,4
52327,"Dec 7, 2016",5,5,5,5
52332,"Dec 7, 2016",5,5,5,5
50732,"Dec 7, 2017",4,4,3,4
50680,"Dec 7, 2017",5,4,5,3
62805,"Dec 7, 2017",5,5,5,5
62806,"Dec 7, 2017",5,4,4,5
49630,"Dec 7, 2018",3,2,3,4
49624,"Dec 7, 2018",4,4,4,4
49625,"Dec 7, 2018",4,5,5,3
61934,"Dec 7, 2018",4,1,4,4
61935,"Dec 7, 2018",4,3,4,3
61350,"Dec 8, 2008",2,1,2.5,4.5
61354,"Dec 8, 2008",2,2,2.5,4
61352,"Dec 8, 2008",3,4,3,3
61339,"Dec 8, 2008",5,5,4.5,4.5
61036,"Dec 8, 2009",1,4.5,1,3
59332,"Dec 8, 2012",2,1,3,5
58089,"Dec 8, 2013",3,3,4,5
58086,"Dec 8, 2013",4,5,4,3
58087,"Dec 8, 2013",4,2,3,3
56458,"Dec 8, 2014",1,1,1,1
56374,"Dec 8, 2014",2,2,2,2
56370,"Dec 8, 2014",3,4,3,3
56355,"Dec 8, 2014",4,3,3,3
56356,"Dec 8, 2014",4,3,4,5
54251,"Dec 8, 2015",3,5,3,4
54260,"Dec 8, 2015",3,4,3,2
54250,"Dec 8, 2015",4,5,4,5
54266,"Dec 8, 2015",4,4,4,3
64772,"Dec 8, 2015",4,5,2,5
54209,"Dec 8, 2015",5,none,none,none
54210,"Dec 8, 2015",5,5,5,5
64731,"Dec 8, 2015",5,4,5,5
52389,"Dec 8, 2016",2,1,1,3
52384,"Dec 8, 2016",3,3,4,1
52385,"Dec 8, 2016",3,5,4,3
52362,"Dec 8, 2016",4,5,3,5
52383,"Dec 8, 2016",4,2,4,4
63788,"Dec 8, 2016",4,4,3,5
63796,"Dec 8, 2016",4,3,1,3
52318,"Dec 8, 2016",5,none,none,none
52319,"Dec 8, 2016",5,5,5,5
63759,"Dec 8, 2016",5,5,5,5
50810,"Dec 8, 2017",1,2,2,4
50720,"Dec 8, 2017",4,2,4,5
50721,"Dec 8, 2017",4,4,5,5
50722,"Dec 8, 2017",4,4,5,5
50725,"Dec 8, 2017",4,3,5,5
62831,"Dec 8, 2017",4,5,1,none
50677,"Dec 8, 2017",5,5,5,5
50681,"Dec 8, 2017",5,none,none,none
50682,"Dec 8, 2017",5,5,5,5
62802,"Dec 8, 2017",5,none,none,none
61928,"Dec 8, 2018",4,1,2,3
61932,"Dec 8, 2018",4,1,2,3
61905,"Dec 8, 2018",5,4,4,4
61019,"Dec 9, 2009",2,2,2,3
60101,"Dec 9, 2011",2,2,2,3.5
59305,"Dec 9, 2012",5,4,4,4
56459,"Dec 9, 2014",1,1,1,1
56368,"Dec 9, 2014",2,1,1,1
56365,"Dec 9, 2014",3,none,none,none
56366,"Dec 9, 2014",3,4,3,5
56327,"Dec 9, 2014",5,4,5,5
54264,"Dec 9, 2015",4,5,4,4
54265,"Dec 9, 2015",4,4,5,5
64770,"Dec 9, 2015",4,3,3,4
54205,"Dec 9, 2015",5,5,5,5
64727,"Dec 9, 2015",5,4,5,4
64728,"Dec 9, 2015",5,5,5,3
64732,"Dec 9, 2015",5,2,2,4
63797,"Dec 9, 2016",4,4,4,4
63798,"Dec 9, 2016",4,3,4,4
52313,"Dec 9, 2016",5,5,3,5
52314,"Dec 9, 2016",5,4,5,3
52315,"Dec 9, 2016",5,4,5,5
52316,"Dec 9, 2016",5,none,none,none
50717,"Dec 9, 2017",4,4,4,5
50731,"Dec 9, 2017",4,5,4,4
62801,"Dec 9, 2017",5,4,4,4
49626,"Dec 9, 2018",2,4,4,5
49621,"Dec 9, 2018",4,5,4,5
61924,"Dec 9, 2018",4,4,4,4
49602,"Dec 9, 2018",5,4,5,5
49603,"Dec 9, 2018",5,5,5,5
49604,"Dec 9, 2018",5,5,4,5
60501,"Feb 1, 2011",2,3.5,2.5,3.5
60513,"Feb 1, 2011",3,3,3,4
60029,"Feb 1, 2012",4,3,2.5,3
59169,"Feb 1, 2013",3,1,3,3
57886,"Feb 1, 2014",3,4,4,4
57884,"Feb 1, 2014",4,3,3,4
57885,"Feb 1, 2014",4,2,4,5
56259,"Feb 1, 2015",1,1,2,3
56159,"Feb 1, 2015",3,4,3,3
56155,"Feb 1, 2015",4,none,none,none
65521,"Feb 1, 2015",4,2,4,4
54117,"Feb 1, 2016",1,3,5,5
53969,"Feb 1, 2016",3,2,3,4
53981,"Feb 1, 2016",4,4,4,5
64627,"Feb 1, 2016",4,5,4,4
53894,"Feb 1, 2016",5,4,5,4
53895,"Feb 1, 2016",5,4,4,5
64584,"Feb 1, 2016",5,2,5,5
52142,"Feb 1, 2017",3,none,none,none
63656,"Feb 1, 2017",3,4,none,4
63671,"Feb 1, 2017",3,5,4,4
52118,"Feb 1, 2017",4,3,4,4
52135,"Feb 1, 2017",4,2,3,5
52136,"Feb 1, 2017",4,none,none,none
52137,"Feb 1, 2017",4,none,none,none
52045,"Feb 1, 2017",5,4,4,5
52046,"Feb 1, 2017",5,5,5,5
63625,"Feb 1, 2017",5,5,3,4
63626,"Feb 1, 2017",5,4,5,4
63627,"Feb 1, 2017",5,4,4,4
50551,"Feb 1, 2018",3,5,5,5
62732,"Feb 1, 2018",4,5,4,4
50499,"Feb 1, 2018",5,5,5,4
50500,"Feb 1, 2018",5,5,5,5
50501,"Feb 1, 2018",5,4,4,5
62680,"Feb 1, 2018",5,4,5,5
62681,"Feb 1, 2018",5,4,5,5
62682,"Feb 1, 2018",5,4,5,5
61300,"Feb 10, 2009",4,5,3.5,3.5
61301,"Feb 10, 2009",4,3.5,4,4.5
60970,"Feb 10, 2010",2,1,3.5,2
60971,"Feb 10, 2010",3,3,3.5,4.5
60485,"Feb 10, 2011",2,4.5,2.5,2.5
60494,"Feb 10, 2011",2,1.5,1,2.5
60487,"Feb 10, 2011",5,5,5,5
60495,"Feb 10, 2011",5,5,4,4
57862,"Feb 10, 2014",2,2,2,3
57857,"Feb 10, 2014",3,3,3,5
57854,"Feb 10, 2014",4,3,4,4
57855,"Feb 10, 2014",4,4,4,5
57788,"Feb 10, 2014",5,5,5,5
56110,"Feb 10, 2015",3,3,3,5
56109,"Feb 10, 2015",4,3,4,4
56052,"Feb 10, 2015",5,none,none,none
56053,"Feb 10, 2015",5,4,none,3
65472,"Feb 10, 2015",5,none,none,none
53901,"Feb 10, 2016",3,2,3,3
53923,"Feb 10, 2016",4,3,4,4
53924,"Feb 10, 2016",4,2,4,4
53925,"Feb 10, 2016",4,none,none,none
53930,"Feb 10, 2016",4,none,none,none
64595,"Feb 10, 2016",4,4,5,5
64596,"Feb 10, 2016",4,none,none,none
53848,"Feb 10, 2016",5,5,4,4
53849,"Feb 10, 2016",5,5,5,5
53850,"Feb 10, 2016",5,4,5,5
64553,"Feb 10, 2016",5,4,5,4
52079,"Feb 10, 2017",3,3,3,3
52086,"Feb 10, 2017",4,none,none,none
52087,"Feb 10, 2017",4,4,4,5
63644,"Feb 10, 2017",4,4,4,4
51991,"Feb 10, 2017",5,3,4,5
52000,"Feb 10, 2017",5,5,5,5
63603,"Feb 10, 2017",5,3,4,3
50471,"Feb 10, 2018",5,2,2,4
50472,"Feb 10, 2018",5,none,none,none
61294,"Feb 11, 2009",4,5,4,4.5
60967,"Feb 11, 2010",4,4,3,4
60489,"Feb 11, 2011",2,1,1.5,1.5
60490,"Feb 11, 2011",4,4,3,4
60502,"Feb 11, 2011",4,5,5,4.5
60018,"Feb 11, 2012",5,5,5,5
59143,"Feb 11, 2013",4,4,4,4
59088,"Feb 11, 2013",5,3,5,5
59101,"Feb 11, 2013",5,3,5,3
59102,"Feb 11, 2013",5,5,5,5
57850,"Feb 11, 2014",3,4,4,4
57851,"Feb 11, 2014",3,2,4,3
57852,"Feb 11, 2014",3,2,4,4
57853,"Feb 11, 2014",3,2,3,4
57847,"Feb 11, 2014",4,4,3,4
57848,"Feb 11, 2014",4,2,3,4
56098,"Feb 11, 2015",2,1,1,3
65501,"Feb 11, 2015",3,4,3,4
56105,"Feb 11, 2015",4,3,4,3
56049,"Feb 11, 2015",5,5,4,5
53917,"Feb 11, 2016",2,2,3,4
53906,"Feb 11, 2016",3,3,3,3
53921,"Feb 11, 2016",3,4,3,3
64598,"Feb 11, 2016",3,4,3,4
53914,"Feb 11, 2016",4,4,4,5
53915,"Feb 11, 2016",4,3,4,4
53916,"Feb 11, 2016",4,4,4,4
53918,"Feb 11, 2016",4,4,4,5
53919,"Feb 11, 2016",4,4,4,4
53754,"Feb 11, 2016",5,3,4,5
53842,"Feb 11, 2016",5,4,4,5
53843,"Feb 11, 2016",5,5,5,5
64550,"Feb 11, 2016",5,4,4,5
64551,"Feb 11, 2016",5,3,5,5
64554,"Feb 11, 2016",5,3,5,5
52034,"Feb 11, 2017",4,1,4,5
52054,"Feb 11, 2017",4,5,5,3
52081,"Feb 11, 2017",4,4,4,4
63641,"Feb 11, 2017",4,3,4,4
63645,"Feb 11, 2017",4,5,3,4
63601,"Feb 11, 2017",5,4,5,4
62692,"Feb 11, 2018",3,2,3,3
62701,"Feb 11, 2018",3,2,3,5
50515,"Feb 11, 2018",4,3,3,3
50518,"Feb 11, 2018",4,none,none,none
62687,"Feb 11, 2018",4,4,4,5
62699,"Feb 11, 2018",4,2,4,4
50469,"Feb 11, 2018",5,4,4,5
62660,"Feb 11, 2018",5,5,5,5
61293,"Feb 12, 2009",4,4.5,3,4
60012,"Feb 12, 2012",2,4,2,3.5
60028,"Feb 12, 2012",4,5,4.5,4
59209,"Feb 12, 2013",1,3,2,3
59138,"Feb 12, 2013",3,4,4,3
59134,"Feb 12, 2013",4,3,3,3
59135,"Feb 12, 2013",4,4,4,5
59136,"Feb 12, 2013",4,4,3,4
59137,"Feb 12, 2013",4,none,none,none
59097,"Feb 12, 2013",5,4,5,5
57836,"Feb 12, 2014",3,1,4,4
57844,"Feb 12, 2014",4,5,5,5
57777,"Feb 12, 2014",5,5,5,5
57778,"Feb 12, 2014",5,3,4,5
56106,"Feb 12, 2015",2,3,4,3
56107,"Feb 12, 2015",2,2,1,3
56102,"Feb 12, 2015",3,4,4,4
56103,"Feb 12, 2015",3,2,3,5
56101,"Feb 12, 2015",4,none,none,none
65492,"Feb 12, 2015",4,5,5,3
65466,"Feb 12, 2015",5,none,none,none
64592,"Feb 12, 2016",2,3,4,4
53892,"Feb 12, 2016",3,5,3,3
53907,"Feb 12, 2016",4,5,5,5
53908,"Feb 12, 2016",4,5,3,4
53909,"Feb 12, 2016",4,5,4,4
53910,"Feb 12, 2016",4,5,4,4
53834,"Feb 12, 2016",5,none,none,none
53844,"Feb 12, 2016",5,2,5,5
52077,"Feb 12, 2017",2,3,2,3
52080,"Feb 12, 2017",3,4,2,5
63638,"Feb 12, 2017",4,4,5,4
51995,"Feb 12, 2017",5,none,none,none
50513,"Feb 12, 2018",4,none,none,none
62696,"Feb 12, 2018",4,5,4,5
50453,"Feb 12, 2018",5,5,3,5
50466,"Feb 12, 2018",5,5,4,5
62659,"Feb 12, 2018",5,4,5,5
60011,"Feb 13, 2012",2,3.5,2.5,3
60016,"Feb 13, 2012",3,3,2.5,3
59205,"Feb 13, 2013",1,4,3,4
59121,"Feb 13, 2013",2,2,3,4
59132,"Feb 13, 2013",4,5,3,5
57845,"Feb 13, 2014",2,3,1,3
57841,"Feb 13, 2014",3,2,3,4
57842,"Feb 13, 2014",3,none,none,none
57772,"Feb 13, 2014",5,3,3,3
57795,"Feb 13, 2014",5,4,4,4
56099,"Feb 13, 2015",3,4,3,3
65493,"Feb 13, 2015",3,4,2,3
56097,"Feb 13, 2015",4,4,4,4
65491,"Feb 13, 2015",4,5,4,3
65499,"Feb 13, 2015",4,5,5,5
65462,"Feb 13, 2015",5,5,3,5
53891,"Feb 13, 2016",4,4,4,4
53911,"Feb 13, 2016",4,3,4,5
64589,"Feb 13, 2016",4,3,4,4
64590,"Feb 13, 2016",4,3,4,4
64593,"Feb 13, 2016",4,4,4,4
53827,"Feb 13, 2016",5,5,5,5
52073,"Feb 13, 2017",3,4,4,4
52074,"Feb 13, 2017",3,1,2,2
52042,"Feb 13, 2017",4,3,2,3
52064,"Feb 13, 2017",4,5,4,4
52065,"Feb 13, 2017",4,none,none,none
52066,"Feb 13, 2017",4,4,4,4
52067,"Feb 13, 2017",4,5,4,5
52068,"Feb 13, 2017",4,4,3,4
52070,"Feb 13, 2017",4,5,4,5
52071,"Feb 13, 2017",4,4,3,4
52078,"Feb 13, 2017",4,4,4,5
63634,"Feb 13, 2017",4,5,4,5
63639,"Feb 13, 2017",4,4,5,5
51993,"Feb 13, 2017",5,2,5,4
51994,"Feb 13, 2017",5,4,4,5
63596,"Feb 13, 2017",5,none,none,none
63597,"Feb 13, 2017",5,3,5,5
50508,"Feb 13, 2018",4,2,4,4
50438,"Feb 13, 2018",5,5,4,4
50467,"Feb 13, 2018",5,5,3,5
62655,"Feb 13, 2018",5,4,5,5
62656,"Feb 13, 2018",5,5,4,5
62657,"Feb 13, 2018",5,4,4,4
60491,"Feb 14, 2011",3,4.5,4,4
59128,"Feb 14, 2013",2,1,2,3
59122,"Feb 14, 2013",3,1,3,4
59129,"Feb 14, 2013",3,3,3,4
59130,"Feb 14, 2013",3,2,4,5
59127,"Feb 14, 2013",4,3,5,4
59139,"Feb 14, 2013",4,3,3,3
59140,"Feb 14, 2013",4,4,4,3
59076,"Feb 14, 2013",5,2,5,4
59103,"Feb 14, 2013",5,5,5,5
57839,"Feb 14, 2014",2,2,3,4
57837,"Feb 14, 2014",3,4,3,5
57808,"Feb 14, 2014",4,3,4,5
57768,"Feb 14, 2014",5,none,none,none
56091,"Feb 14, 2015",3,3,3,3
56094,"Feb 14, 2015",4,5,5,5
56031,"Feb 14, 2015",5,5,4,5
56032,"Feb 14, 2015",5,4,3,4
56033,"Feb 14, 2015",5,none,none,none
53902,"Feb 14, 2016",3,3,3,4
53899,"Feb 14, 2016",4,5,4,5
53900,"Feb 14, 2016",4,3,3,3
64585,"Feb 14, 2016",4,3,4,4
53819,"Feb 14, 2016",5,none,none,none
64548,"Feb 14, 2016",5,4,5,4
52055,"Feb 14, 2017",3,3,4,4
52056,"Feb 14, 2017",3,4,5,5
52057,"Feb 14, 2017",3,5,2,5
52058,"Feb 14, 2017",3,1,3,3
63624,"Feb 14, 2017",3,5,3,3
52033,"Feb 14, 2017",4,4,4,4
52051,"Feb 14, 2017",4,3,2,4
52052,"Feb 14, 2017",4,3,4,5
52069,"Feb 14, 2017",4,2,3,4
63594,"Feb 14, 2017",5,5,5,5
50511,"Feb 14, 2018",2,none,none,none
50496,"Feb 14, 2018",4,none,none,none
50505,"Feb 14, 2018",4,none,none,none
50506,"Feb 14, 2018",4,5,3,4
50458,"Feb 14, 2018",5,5,5,5
50459,"Feb 14, 2018",5,4,5,4
59110,"Feb 14, 2018",5,5,5,4
62652,"Feb 14, 2018",5,3,4,5
60962,"Feb 15, 2010",2,1.5,2,3.5
60966,"Feb 15, 2010",4,4.5,4,5
60951,"Feb 15, 2010",5,5,5,5
60958,"Feb 15, 2010",5,4.5,4,4
60481,"Feb 15, 2011",3,4,2,4
60496,"Feb 15, 2011",4,4,4,4
60009,"Feb 15, 2012",3,4,3,3
60020,"Feb 15, 2012",4,3.5,4,4.5
60006,"Feb 15, 2012",5,5,5,5
59119,"Feb 15, 2013",3,3,2,4
59133,"Feb 15, 2013",4,3,4,4
59141,"Feb 15, 2013",4,3,4,5
59083,"Feb 15, 2013",5,none,none,none
59084,"Feb 15, 2013",5,5,4,5
57835,"Feb 15, 2014",2,3,3,3
57831,"Feb 15, 2014",3,none,none,none
65497,"Feb 15, 2015",3,1,3,3
56092,"Feb 15, 2015",4,3,4,5
56028,"Feb 15, 2015",5,3,4,5
53896,"Feb 15, 2016",3,1,5,4
53897,"Feb 15, 2016",3,none,none,none
64576,"Feb 15, 2016",3,4,4,4
64587,"Feb 15, 2016",3,2,3,3
53880,"Feb 15, 2016",4,5,2,4
64581,"Feb 15, 2016",4,4,2,4
64544,"Feb 15, 2016",5,5,5,5
52047,"Feb 15, 2017",4,4,3,5
52053,"Feb 15, 2017",4,none,none,none
63628,"Feb 15, 2017",4,none,none,none
50507,"Feb 15, 2018",2,3,3,4
50502,"Feb 15, 2018",4,3,5,5
62683,"Feb 15, 2018",4,5,3,5
62684,"Feb 15, 2018",4,none,none,none
62685,"Feb 15, 2018",4,3,3,4
50441,"Feb 15, 2018",5,none,none,none
50442,"Feb 15, 2018",5,5,5,5
50454,"Feb 15, 2018",5,4,4,4
62650,"Feb 15, 2018",5,5,5,5
61292,"Feb 16, 2009",4,4.5,3.5,4
59181,"Feb 16, 2013",1,1,3,5
59116,"Feb 16, 2013",3,2,2,3
59131,"Feb 16, 2013",4,5,4,5
59082,"Feb 16, 2013",5,4,4,4
57817,"Feb 16, 2014",3,4,1,4
57829,"Feb 16, 2014",4,4,3,4
56192,"Feb 16, 2015",1,2,2,4
65494,"Feb 16, 2015",3,5,1,1
65495,"Feb 16, 2015",3,3,2,4
56022,"Feb 16, 2015",5,5,5,5
56023,"Feb 16, 2015",5,5,4,5
65456,"Feb 16, 2015",5,4,3,3
65458,"Feb 16, 2015",5,3,4,4
53888,"Feb 16, 2016",4,4,4,3
53889,"Feb 16, 2016",4,3,5,3
53890,"Feb 16, 2016",4,5,3,4
64579,"Feb 16, 2016",4,none,none,none
64580,"Feb 16, 2016",4,4,3,5
53806,"Feb 16, 2016",5,4,5,5
53807,"Feb 16, 2016",5,none,none,none
53808,"Feb 16, 2016",5,none,none,none
64525,"Feb 16, 2016",5,4,5,5
64537,"Feb 16, 2016",5,3,3,3
52029,"Feb 16, 2017",3,4,5,4
52044,"Feb 16, 2017",3,3,3,5
52039,"Feb 16, 2017",4,none,none,none
52040,"Feb 16, 2017",4,none,none,none
52041,"Feb 16, 2017",4,4,3,4
63623,"Feb 16, 2017",4,none,none,none
51974,"Feb 16, 2017",5,5,5,5
51975,"Feb 16, 2017",5,3,3,5
63589,"Feb 16, 2017",5,5,5,4
62668,"Feb 16, 2018",3,3,3,4
62678,"Feb 16, 2018",4,5,5,3
50450,"Feb 16, 2018",5,2,5,4
62649,"Feb 16, 2018",5,4,5,5
61296,"Feb 17, 2009",2,4,2.5,4
60008,"Feb 17, 2012",2,5,1,5
59188,"Feb 17, 2013",1,1,1,1
59120,"Feb 17, 2013",3,1,3,2
57826,"Feb 17, 2014",3,3,3,3
57823,"Feb 17, 2014",4,4,5,5
57824,"Feb 17, 2014",4,5,4,4
56090,"Feb 17, 2015",2,1,5,4
65487,"Feb 17, 2015",4,4,5,3
65490,"Feb 17, 2015",4,4,5,3
56018,"Feb 17, 2015",5,3,5,4
56034,"Feb 17, 2015",5,4,4,5
65451,"Feb 17, 2015",5,4,5,4
65452,"Feb 17, 2015",5,5,5,5
53876,"Feb 17, 2016",3,4,2,4
53886,"Feb 17, 2016",3,none,none,none
53861,"Feb 17, 2016",4,4,4,4
64559,"Feb 17, 2016",4,4,4,3
53785,"Feb 17, 2016",5,5,5,5
53799,"Feb 17, 2016",5,4,4,5
53800,"Feb 17, 2016",5,5,5,5
53801,"Feb 17, 2016",5,4,5,4
64532,"Feb 17, 2016",5,5,5,5
64538,"Feb 17, 2016",5,5,4,5
64539,"Feb 17, 2016",5,5,5,4
63619,"Feb 17, 2017",2,2,1,4
52035,"Feb 17, 2017",3,3,3,3
52022,"Feb 17, 2017",4,5,5,5
52031,"Feb 17, 2017",4,2,4,4
52032,"Feb 17, 2017",4,5,4,3
51972,"Feb 17, 2017",5,none,none,none
63588,"Feb 17, 2017",5,3,3,4
62679,"Feb 17, 2018",2,none,none,none
50478,"Feb 17, 2018",3,1,1,5
50497,"Feb 17, 2018",3,4,4,4
50495,"Feb 17, 2018",4,4,4,4
62673,"Feb 17, 2018",4,4,4,4
61291,"Feb 18, 2009",3,4,3,4
60961,"Feb 18, 2010",3,3,3,2.5
60015,"Feb 18, 2012",4,3,4.5,4.5
59995,"Feb 18, 2012",5,5,3,3
59192,"Feb 18, 2013",1,2,2,4
59107,"Feb 18, 2013",3,3,4,4
59113,"Feb 18, 2013",4,4,3,4
59114,"Feb 18, 2013",4,4,5,4
59123,"Feb 18, 2013",4,4,3,4
59124,"Feb 18, 2013",4,3,4,3
57818,"Feb 18, 2014",3,none,none,none
57819,"Feb 18, 2014",3,2,4,4
57814,"Feb 18, 2014",4,4,4,5
65485,"Feb 18, 2015",2,3,2,2
56086,"Feb 18, 2015",3,4,3,4
56085,"Feb 18, 2015",4,3,4,5
56011,"Feb 18, 2015",5,4,4,4
56012,"Feb 18, 2015",5,3,5,4
53882,"Feb 18, 2016",3,1,3,3
53883,"Feb 18, 2016",3,2,4,3
64572,"Feb 18, 2016",3,none,none,none
53877,"Feb 18, 2016",4,3,4,4
53878,"Feb 18, 2016",4,4,5,4
53879,"Feb 18, 2016",4,4,4,4
53885,"Feb 18, 2016",4,4,4,4
64573,"Feb 18, 2016",4,4,3,4
64574,"Feb 18, 2016",4,4,4,4
53792,"Feb 18, 2016",5,4,5,4
53793,"Feb 18, 2016",5,4,4,4
53794,"Feb 18, 2016",5,5,5,5
53795,"Feb 18, 2016",5,none,none,none
53802,"Feb 18, 2016",5,4,4,3
53803,"Feb 18, 2016",5,5,5,5
64530,"Feb 18, 2016",5,3,4,4
64533,"Feb 18, 2016",5,5,5,4
52048,"Feb 18, 2017",4,5,3,5
63617,"Feb 18, 2017",4,5,4,4
63618,"Feb 18, 2017",4,4,4,3
50493,"Feb 18, 2018",3,none,none,none
62669,"Feb 18, 2018",3,3,3,5
62672,"Feb 18, 2018",4,3,3,3
50443,"Feb 18, 2018",5,4,5,5
50444,"Feb 18, 2018",5,3,5,4
50445,"Feb 18, 2018",5,4,4,5
50446,"Feb 18, 2018",5,3,5,5
62645,"Feb 18, 2018",5,5,5,5
60963,"Feb 19, 2010",4,4,4.5,4
60484,"Feb 19, 2011",2,2.5,3,4.5
59986,"Feb 19, 2012",5,4.5,5,4
59111,"Feb 19, 2013",3,3,3,3
59112,"Feb 19, 2013",3,2,4,3
59066,"Feb 19, 2013",5,5,5,5
59071,"Feb 19, 2013",5,5,5,5
59072,"Feb 19, 2013",5,5,5,5
57889,"Feb 19, 2014",1,1,3,4
57812,"Feb 19, 2014",3,4,2,3
57813,"Feb 19, 2014",3,5,3,3
57811,"Feb 19, 2014",4,3,3,4
57746,"Feb 19, 2014",5,4,5,4
57747,"Feb 19, 2014",5,4,4,5
65480,"Feb 19, 2015",3,2,3,4
56005,"Feb 19, 2015",4,5,4,4
56077,"Feb 19, 2015",4,4,4,3
56078,"Feb 19, 2015",4,3,3,4
56079,"Feb 19, 2015",4,3,3,4
56080,"Feb 19, 2015",4,3,4,4
56081,"Feb 19, 2015",4,3,4,4
65468,"Feb 19, 2015",4,4,2,3
65447,"Feb 19, 2015",5,none,none,none
53881,"Feb 19, 2016",2,2,2,2
64549,"Feb 19, 2016",3,3,2,3
53867,"Feb 19, 2016",4,3,4,4
53874,"Feb 19, 2016",4,4,4,5
53875,"Feb 19, 2016",4,3,4,4
64562,"Feb 19, 2016",4,3,4,3
64568,"Feb 19, 2016",4,4,4,4
64507,"Feb 19, 2016",5,4,5,5
64510,"Feb 19, 2016",5,4,5,5
64531,"Feb 19, 2016",5,4,4,4
63677,"Feb 19, 2017",1,1,3,3
52027,"Feb 19, 2017",4,none,none,none
63582,"Feb 19, 2017",5,5,5,5
63583,"Feb 19, 2017",5,5,5,5
50550,"Feb 19, 2018",1,2,2,4
50491,"Feb 19, 2018",3,3,3,4
62643,"Feb 19, 2018",5,5,5,4
61299,"Feb 2, 2009",4,4.5,4,5
60979,"Feb 2, 2010",3,2.5,3,2.5
60976,"Feb 2, 2010",4,3.5,5,3
60978,"Feb 2, 2010",4,4.5,4,3.5
60508,"Feb 2, 2011",4,4,4,5
60492,"Feb 2, 2011",5,4,5,3.5
60034,"Feb 2, 2012",4,4,2,5
59154,"Feb 2, 2013",2,4,2,4
59160,"Feb 2, 2013",4,5,4,4
59180,"Feb 2, 2013",4,4,4,4
57882,"Feb 2, 2014",4,4,5,4
57827,"Feb 2, 2014",5,4,5,4
57828,"Feb 2, 2014",5,none,none,none
57830,"Feb 2, 2014",5,5,4,5
65519,"Feb 2, 2015",3,3,3,3
65520,"Feb 2, 2015",3,3,4,4
65523,"Feb 2, 2015",3,3,3,3
56152,"Feb 2, 2015",4,4,4,4
56153,"Feb 2, 2015",4,3,3,4
